source,target,source_spotify_id,target_spotify_id,source_genres,target_genres,shared_genres,shared_genres_count,jaccard_similarity,pair_key,collaboration,collaboration_weight,evidence_tracks
Sophia Stel,Nourished by Time,18w9tq3c2x11niEFNYqeex,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Nourished by Time|||Sophia Stel,0,0,
Sophia Stel,Alex G,18w9tq3c2x11niEFNYqeex,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||Sophia Stel,0,0,
Sophia Stel,Oklou,18w9tq3c2x11niEFNYqeex,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Oklou|||Sophia Stel,0,0,
Sophia Stel,Dean Blunt,18w9tq3c2x11niEFNYqeex,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||Sophia Stel,0,0,
Sophia Stel,King Krule,18w9tq3c2x11niEFNYqeex,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,King Krule|||Sophia Stel,0,0,
Sophia Stel,A. G. Cook,18w9tq3c2x11niEFNYqeex,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Sophia Stel,0,0,
Sophia Stel,Nation,18w9tq3c2x11niEFNYqeex,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Nation|||Sophia Stel,0,0,
Sophia Stel,The Dare,18w9tq3c2x11niEFNYqeex,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Sophia Stel|||The Dare,0,0,
Sophia Stel,Ecco2k,18w9tq3c2x11niEFNYqeex,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||Sophia Stel,0,0,
Sophia Stel,BABii,18w9tq3c2x11niEFNYqeex,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||Sophia Stel,0,0,
Sophia Stel,2hollis,18w9tq3c2x11niEFNYqeex,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Sophia Stel,0,0,
Bassvictim,The Hellp,7f8ydynRRnrJBqWxevKLcM,5DslL3PUa3BcRlCCEP64A4,electroclash; hyperpop; witch house,electroclash; hyperpop; new rave,electroclash; hyperpop,2,0.5,Bassvictim|||The Hellp,0,0,
Bassvictim,the sound chalk makes,7f8ydynRRnrJBqWxevKLcM,4uiFRdH1ESOicHwBuTbsY5,electroclash; hyperpop; witch house,electroclash; hyperpop,electroclash; hyperpop,2,0.6667,Bassvictim|||the sound chalk makes,0,0,
Bassvictim,Lucy Bedroque,7f8ydynRRnrJBqWxevKLcM,2I8H267eH5va9da4vGt38O,electroclash; hyperpop; witch house,cloud rap; hyperpop; rage rap,hyperpop,1,0.2,Bassvictim|||Lucy Bedroque,0,0,
Bassvictim,Horse Vision,7f8ydynRRnrJBqWxevKLcM,28gAkTGnjn8QZllb4EU4OM,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||Horse Vision,0,0,
Bassvictim,Mother Soki,7f8ydynRRnrJBqWxevKLcM,08W3G3y83p0TLqqjiyKXBk,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||Mother Soki,0,0,
Bassvictim,bar italia,7f8ydynRRnrJBqWxevKLcM,6tYmTHApvspl6KAgTfHjAY,electroclash; hyperpop; witch house,lo-fi indie,,0,0.0,Bassvictim|||bar italia,0,0,
Bassvictim,daine,7f8ydynRRnrJBqWxevKLcM,4lyCoxLN0aW7nJy5rec0tG,electroclash; hyperpop; witch house,hyperpop,hyperpop,1,0.3333,Bassvictim|||daine,0,0,
Bassvictim,james K,7f8ydynRRnrJBqWxevKLcM,25BObiRSDCMwVrBGIVaLIf,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||james K,0,0,
Bassvictim,underscores,7f8ydynRRnrJBqWxevKLcM,7HfUJxeVTgrvhk0eWHFzV7,electroclash; hyperpop; witch house,hyperpop,hyperpop,1,0.3333,Bassvictim|||underscores,0,0,
Bassvictim,Elias Rønnenfelt,7f8ydynRRnrJBqWxevKLcM,1sMYEFib6APIW3JjkY8pYS,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||Elias Rønnenfelt,0,0,
Bassvictim,Bladee,7f8ydynRRnrJBqWxevKLcM,2xvtxDNInKDV4AvGmjw6d1,electroclash; hyperpop; witch house,cloud rap; hyperpop,hyperpop,1,0.25,Bassvictim|||Bladee,0,0,
Bassvictim,mark william lewis,7f8ydynRRnrJBqWxevKLcM,2r5elgyPQ19vDG3xSQn39k,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||mark william lewis,0,0,
Bassvictim,Nourished by Time,7f8ydynRRnrJBqWxevKLcM,7zNkqI6qRr0OJ4XO1Pw29g,electroclash; hyperpop; witch house,indie electronic,,0,0.0,Bassvictim|||Nourished by Time,0,0,
Bassvictim,Alex G,7f8ydynRRnrJBqWxevKLcM,6lcwlkAjBPSKnFBZjjZFJs,electroclash; hyperpop; witch house,,,0,0.0,Alex G|||Bassvictim,0,0,
Bassvictim,Oklou,7f8ydynRRnrJBqWxevKLcM,6fFcUOFcbjeIuEomuUthkw,electroclash; hyperpop; witch house,art pop; hyperpop,hyperpop,1,0.25,Bassvictim|||Oklou,0,0,
Bassvictim,Dean Blunt,7f8ydynRRnrJBqWxevKLcM,5CFSYjc0PAiQvndFjafabk,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||Dean Blunt,0,0,
Bassvictim,King Krule,7f8ydynRRnrJBqWxevKLcM,4wyNyxs74Ux8UIDopNjIai,electroclash; hyperpop; witch house,,,0,0.0,Bassvictim|||King Krule,0,0,
Bassvictim,A. G. Cook,7f8ydynRRnrJBqWxevKLcM,335TWGWGFan4vaacJzSiU8,electroclash; hyperpop; witch house,hyperpop,hyperpop,1,0.3333,A. G. Cook|||Bassvictim,0,0,
Bassvictim,Nation,7f8ydynRRnrJBqWxevKLcM,03D2b6ATNCne8B3D251ncQ,electroclash; hyperpop; witch house,electroclash; witch house,electroclash; witch house,2,0.6667,Bassvictim|||Nation,0,0,
Bassvictim,The Dare,7f8ydynRRnrJBqWxevKLcM,2mqiqsaX4LzFnUP7PmHGAb,electroclash; hyperpop; witch house,electroclash,electroclash,1,0.3333,Bassvictim|||The Dare,0,0,
Bassvictim,Ecco2k,7f8ydynRRnrJBqWxevKLcM,6hG0VsXXlD10l60TqiIHIX,electroclash; hyperpop; witch house,cloud rap; hyperpop,hyperpop,1,0.25,Bassvictim|||Ecco2k,0,0,
Bassvictim,BABii,7f8ydynRRnrJBqWxevKLcM,30qGwXnygZNCzxjN7QsIR0,electroclash; hyperpop; witch house,hyperpop,hyperpop,1,0.3333,BABii|||Bassvictim,0,0,
Bassvictim,2hollis,7f8ydynRRnrJBqWxevKLcM,72NhFAGG5Pt91VbheJeEPG,electroclash; hyperpop; witch house,electroclash; hyperpop,electroclash; hyperpop,2,0.6667,2hollis|||Bassvictim,0,0,
The Hellp,the sound chalk makes,5DslL3PUa3BcRlCCEP64A4,4uiFRdH1ESOicHwBuTbsY5,electroclash; hyperpop; new rave,electroclash; hyperpop,electroclash; hyperpop,2,0.6667,The Hellp|||the sound chalk makes,0,0,
The Hellp,Lucy Bedroque,5DslL3PUa3BcRlCCEP64A4,2I8H267eH5va9da4vGt38O,electroclash; hyperpop; new rave,cloud rap; hyperpop; rage rap,hyperpop,1,0.2,Lucy Bedroque|||The Hellp,0,0,
The Hellp,Horse Vision,5DslL3PUa3BcRlCCEP64A4,28gAkTGnjn8QZllb4EU4OM,electroclash; hyperpop; new rave,,,0,0.0,Horse Vision|||The Hellp,0,0,
The Hellp,Mother Soki,5DslL3PUa3BcRlCCEP64A4,08W3G3y83p0TLqqjiyKXBk,electroclash; hyperpop; new rave,,,0,0.0,Mother Soki|||The Hellp,0,0,
The Hellp,bar italia,5DslL3PUa3BcRlCCEP64A4,6tYmTHApvspl6KAgTfHjAY,electroclash; hyperpop; new rave,lo-fi indie,,0,0.0,The Hellp|||bar italia,0,0,
The Hellp,daine,5DslL3PUa3BcRlCCEP64A4,4lyCoxLN0aW7nJy5rec0tG,electroclash; hyperpop; new rave,hyperpop,hyperpop,1,0.3333,The Hellp|||daine,0,0,
The Hellp,james K,5DslL3PUa3BcRlCCEP64A4,25BObiRSDCMwVrBGIVaLIf,electroclash; hyperpop; new rave,,,0,0.0,The Hellp|||james K,0,0,
The Hellp,underscores,5DslL3PUa3BcRlCCEP64A4,7HfUJxeVTgrvhk0eWHFzV7,electroclash; hyperpop; new rave,hyperpop,hyperpop,1,0.3333,The Hellp|||underscores,0,0,
The Hellp,Elias Rønnenfelt,5DslL3PUa3BcRlCCEP64A4,1sMYEFib6APIW3JjkY8pYS,electroclash; hyperpop; new rave,,,0,0.0,Elias Rønnenfelt|||The Hellp,0,0,
The Hellp,Bladee,5DslL3PUa3BcRlCCEP64A4,2xvtxDNInKDV4AvGmjw6d1,electroclash; hyperpop; new rave,cloud rap; hyperpop,hyperpop,1,0.25,Bladee|||The Hellp,0,0,
The Hellp,mark william lewis,5DslL3PUa3BcRlCCEP64A4,2r5elgyPQ19vDG3xSQn39k,electroclash; hyperpop; new rave,,,0,0.0,The Hellp|||mark william lewis,0,0,
The Hellp,Nourished by Time,5DslL3PUa3BcRlCCEP64A4,7zNkqI6qRr0OJ4XO1Pw29g,electroclash; hyperpop; new rave,indie electronic,,0,0.0,Nourished by Time|||The Hellp,0,0,
The Hellp,Alex G,5DslL3PUa3BcRlCCEP64A4,6lcwlkAjBPSKnFBZjjZFJs,electroclash; hyperpop; new rave,,,0,0.0,Alex G|||The Hellp,0,0,
The Hellp,Oklou,5DslL3PUa3BcRlCCEP64A4,6fFcUOFcbjeIuEomuUthkw,electroclash; hyperpop; new rave,art pop; hyperpop,hyperpop,1,0.25,Oklou|||The Hellp,0,0,
The Hellp,Dean Blunt,5DslL3PUa3BcRlCCEP64A4,5CFSYjc0PAiQvndFjafabk,electroclash; hyperpop; new rave,,,0,0.0,Dean Blunt|||The Hellp,0,0,
The Hellp,King Krule,5DslL3PUa3BcRlCCEP64A4,4wyNyxs74Ux8UIDopNjIai,electroclash; hyperpop; new rave,,,0,0.0,King Krule|||The Hellp,0,0,
The Hellp,A. G. Cook,5DslL3PUa3BcRlCCEP64A4,335TWGWGFan4vaacJzSiU8,electroclash; hyperpop; new rave,hyperpop,hyperpop,1,0.3333,A. G. Cook|||The Hellp,0,0,
The Hellp,Nation,5DslL3PUa3BcRlCCEP64A4,03D2b6ATNCne8B3D251ncQ,electroclash; hyperpop; new rave,electroclash; witch house,electroclash,1,0.25,Nation|||The Hellp,0,0,
The Hellp,The Dare,5DslL3PUa3BcRlCCEP64A4,2mqiqsaX4LzFnUP7PmHGAb,electroclash; hyperpop; new rave,electroclash,electroclash,1,0.3333,The Dare|||The Hellp,0,0,
The Hellp,Ecco2k,5DslL3PUa3BcRlCCEP64A4,6hG0VsXXlD10l60TqiIHIX,electroclash; hyperpop; new rave,cloud rap; hyperpop,hyperpop,1,0.25,Ecco2k|||The Hellp,0,0,
The Hellp,BABii,5DslL3PUa3BcRlCCEP64A4,30qGwXnygZNCzxjN7QsIR0,electroclash; hyperpop; new rave,hyperpop,hyperpop,1,0.3333,BABii|||The Hellp,0,0,
The Hellp,2hollis,5DslL3PUa3BcRlCCEP64A4,72NhFAGG5Pt91VbheJeEPG,electroclash; hyperpop; new rave,electroclash; hyperpop,electroclash; hyperpop,2,0.6667,2hollis|||The Hellp,0,0,
the sound chalk makes,Lucy Bedroque,4uiFRdH1ESOicHwBuTbsY5,2I8H267eH5va9da4vGt38O,electroclash; hyperpop,cloud rap; hyperpop; rage rap,hyperpop,1,0.25,Lucy Bedroque|||the sound chalk makes,0,0,
the sound chalk makes,Horse Vision,4uiFRdH1ESOicHwBuTbsY5,28gAkTGnjn8QZllb4EU4OM,electroclash; hyperpop,,,0,0.0,Horse Vision|||the sound chalk makes,0,0,
the sound chalk makes,Mother Soki,4uiFRdH1ESOicHwBuTbsY5,08W3G3y83p0TLqqjiyKXBk,electroclash; hyperpop,,,0,0.0,Mother Soki|||the sound chalk makes,0,0,
the sound chalk makes,bar italia,4uiFRdH1ESOicHwBuTbsY5,6tYmTHApvspl6KAgTfHjAY,electroclash; hyperpop,lo-fi indie,,0,0.0,bar italia|||the sound chalk makes,0,0,
the sound chalk makes,daine,4uiFRdH1ESOicHwBuTbsY5,4lyCoxLN0aW7nJy5rec0tG,electroclash; hyperpop,hyperpop,hyperpop,1,0.5,daine|||the sound chalk makes,0,0,
the sound chalk makes,james K,4uiFRdH1ESOicHwBuTbsY5,25BObiRSDCMwVrBGIVaLIf,electroclash; hyperpop,,,0,0.0,james K|||the sound chalk makes,0,0,
the sound chalk makes,underscores,4uiFRdH1ESOicHwBuTbsY5,7HfUJxeVTgrvhk0eWHFzV7,electroclash; hyperpop,hyperpop,hyperpop,1,0.5,the sound chalk makes|||underscores,0,0,
the sound chalk makes,Elias Rønnenfelt,4uiFRdH1ESOicHwBuTbsY5,1sMYEFib6APIW3JjkY8pYS,electroclash; hyperpop,,,0,0.0,Elias Rønnenfelt|||the sound chalk makes,0,0,
the sound chalk makes,Bladee,4uiFRdH1ESOicHwBuTbsY5,2xvtxDNInKDV4AvGmjw6d1,electroclash; hyperpop,cloud rap; hyperpop,hyperpop,1,0.3333,Bladee|||the sound chalk makes,0,0,
the sound chalk makes,mark william lewis,4uiFRdH1ESOicHwBuTbsY5,2r5elgyPQ19vDG3xSQn39k,electroclash; hyperpop,,,0,0.0,mark william lewis|||the sound chalk makes,0,0,
the sound chalk makes,Nourished by Time,4uiFRdH1ESOicHwBuTbsY5,7zNkqI6qRr0OJ4XO1Pw29g,electroclash; hyperpop,indie electronic,,0,0.0,Nourished by Time|||the sound chalk makes,0,0,
the sound chalk makes,Alex G,4uiFRdH1ESOicHwBuTbsY5,6lcwlkAjBPSKnFBZjjZFJs,electroclash; hyperpop,,,0,0.0,Alex G|||the sound chalk makes,0,0,
the sound chalk makes,Oklou,4uiFRdH1ESOicHwBuTbsY5,6fFcUOFcbjeIuEomuUthkw,electroclash; hyperpop,art pop; hyperpop,hyperpop,1,0.3333,Oklou|||the sound chalk makes,0,0,
the sound chalk makes,Dean Blunt,4uiFRdH1ESOicHwBuTbsY5,5CFSYjc0PAiQvndFjafabk,electroclash; hyperpop,,,0,0.0,Dean Blunt|||the sound chalk makes,0,0,
the sound chalk makes,King Krule,4uiFRdH1ESOicHwBuTbsY5,4wyNyxs74Ux8UIDopNjIai,electroclash; hyperpop,,,0,0.0,King Krule|||the sound chalk makes,0,0,
the sound chalk makes,A. G. Cook,4uiFRdH1ESOicHwBuTbsY5,335TWGWGFan4vaacJzSiU8,electroclash; hyperpop,hyperpop,hyperpop,1,0.5,A. G. Cook|||the sound chalk makes,0,0,
the sound chalk makes,Nation,4uiFRdH1ESOicHwBuTbsY5,03D2b6ATNCne8B3D251ncQ,electroclash; hyperpop,electroclash; witch house,electroclash,1,0.3333,Nation|||the sound chalk makes,0,0,
the sound chalk makes,The Dare,4uiFRdH1ESOicHwBuTbsY5,2mqiqsaX4LzFnUP7PmHGAb,electroclash; hyperpop,electroclash,electroclash,1,0.5,The Dare|||the sound chalk makes,0,0,
the sound chalk makes,Ecco2k,4uiFRdH1ESOicHwBuTbsY5,6hG0VsXXlD10l60TqiIHIX,electroclash; hyperpop,cloud rap; hyperpop,hyperpop,1,0.3333,Ecco2k|||the sound chalk makes,0,0,
the sound chalk makes,BABii,4uiFRdH1ESOicHwBuTbsY5,30qGwXnygZNCzxjN7QsIR0,electroclash; hyperpop,hyperpop,hyperpop,1,0.5,BABii|||the sound chalk makes,0,0,
the sound chalk makes,2hollis,4uiFRdH1ESOicHwBuTbsY5,72NhFAGG5Pt91VbheJeEPG,electroclash; hyperpop,electroclash; hyperpop,electroclash; hyperpop,2,1.0,2hollis|||the sound chalk makes,0,0,
Lucy Bedroque,Horse Vision,2I8H267eH5va9da4vGt38O,28gAkTGnjn8QZllb4EU4OM,cloud rap; hyperpop; rage rap,,,0,0.0,Horse Vision|||Lucy Bedroque,0,0,
Lucy Bedroque,Mother Soki,2I8H267eH5va9da4vGt38O,08W3G3y83p0TLqqjiyKXBk,cloud rap; hyperpop; rage rap,,,0,0.0,Lucy Bedroque|||Mother Soki,0,0,
Lucy Bedroque,bar italia,2I8H267eH5va9da4vGt38O,6tYmTHApvspl6KAgTfHjAY,cloud rap; hyperpop; rage rap,lo-fi indie,,0,0.0,Lucy Bedroque|||bar italia,0,0,
Lucy Bedroque,daine,2I8H267eH5va9da4vGt38O,4lyCoxLN0aW7nJy5rec0tG,cloud rap; hyperpop; rage rap,hyperpop,hyperpop,1,0.3333,Lucy Bedroque|||daine,0,0,
Lucy Bedroque,james K,2I8H267eH5va9da4vGt38O,25BObiRSDCMwVrBGIVaLIf,cloud rap; hyperpop; rage rap,,,0,0.0,Lucy Bedroque|||james K,0,0,
Lucy Bedroque,underscores,2I8H267eH5va9da4vGt38O,7HfUJxeVTgrvhk0eWHFzV7,cloud rap; hyperpop; rage rap,hyperpop,hyperpop,1,0.3333,Lucy Bedroque|||underscores,0,0,
Lucy Bedroque,Elias Rønnenfelt,2I8H267eH5va9da4vGt38O,1sMYEFib6APIW3JjkY8pYS,cloud rap; hyperpop; rage rap,,,0,0.0,Elias Rønnenfelt|||Lucy Bedroque,0,0,
Lucy Bedroque,Bladee,2I8H267eH5va9da4vGt38O,2xvtxDNInKDV4AvGmjw6d1,cloud rap; hyperpop; rage rap,cloud rap; hyperpop,cloud rap; hyperpop,2,0.6667,Bladee|||Lucy Bedroque,0,0,
Lucy Bedroque,mark william lewis,2I8H267eH5va9da4vGt38O,2r5elgyPQ19vDG3xSQn39k,cloud rap; hyperpop; rage rap,,,0,0.0,Lucy Bedroque|||mark william lewis,0,0,
Lucy Bedroque,Nourished by Time,2I8H267eH5va9da4vGt38O,7zNkqI6qRr0OJ4XO1Pw29g,cloud rap; hyperpop; rage rap,indie electronic,,0,0.0,Lucy Bedroque|||Nourished by Time,0,0,
Lucy Bedroque,Alex G,2I8H267eH5va9da4vGt38O,6lcwlkAjBPSKnFBZjjZFJs,cloud rap; hyperpop; rage rap,,,0,0.0,Alex G|||Lucy Bedroque,0,0,
Lucy Bedroque,Oklou,2I8H267eH5va9da4vGt38O,6fFcUOFcbjeIuEomuUthkw,cloud rap; hyperpop; rage rap,art pop; hyperpop,hyperpop,1,0.25,Lucy Bedroque|||Oklou,0,0,
Lucy Bedroque,Dean Blunt,2I8H267eH5va9da4vGt38O,5CFSYjc0PAiQvndFjafabk,cloud rap; hyperpop; rage rap,,,0,0.0,Dean Blunt|||Lucy Bedroque,0,0,
Lucy Bedroque,King Krule,2I8H267eH5va9da4vGt38O,4wyNyxs74Ux8UIDopNjIai,cloud rap; hyperpop; rage rap,,,0,0.0,King Krule|||Lucy Bedroque,0,0,
Lucy Bedroque,A. G. Cook,2I8H267eH5va9da4vGt38O,335TWGWGFan4vaacJzSiU8,cloud rap; hyperpop; rage rap,hyperpop,hyperpop,1,0.3333,A. G. Cook|||Lucy Bedroque,0,0,
Lucy Bedroque,Nation,2I8H267eH5va9da4vGt38O,03D2b6ATNCne8B3D251ncQ,cloud rap; hyperpop; rage rap,electroclash; witch house,,0,0.0,Lucy Bedroque|||Nation,0,0,
Lucy Bedroque,The Dare,2I8H267eH5va9da4vGt38O,2mqiqsaX4LzFnUP7PmHGAb,cloud rap; hyperpop; rage rap,electroclash,,0,0.0,Lucy Bedroque|||The Dare,0,0,
Lucy Bedroque,Ecco2k,2I8H267eH5va9da4vGt38O,6hG0VsXXlD10l60TqiIHIX,cloud rap; hyperpop; rage rap,cloud rap; hyperpop,cloud rap; hyperpop,2,0.6667,Ecco2k|||Lucy Bedroque,0,0,
Lucy Bedroque,BABii,2I8H267eH5va9da4vGt38O,30qGwXnygZNCzxjN7QsIR0,cloud rap; hyperpop; rage rap,hyperpop,hyperpop,1,0.3333,BABii|||Lucy Bedroque,0,0,
Lucy Bedroque,2hollis,2I8H267eH5va9da4vGt38O,72NhFAGG5Pt91VbheJeEPG,cloud rap; hyperpop; rage rap,electroclash; hyperpop,hyperpop,1,0.25,2hollis|||Lucy Bedroque,0,0,
Horse Vision,Mother Soki,28gAkTGnjn8QZllb4EU4OM,08W3G3y83p0TLqqjiyKXBk,,,,0,0.0,Horse Vision|||Mother Soki,0,0,
Horse Vision,bar italia,28gAkTGnjn8QZllb4EU4OM,6tYmTHApvspl6KAgTfHjAY,,lo-fi indie,,0,0.0,Horse Vision|||bar italia,0,0,
Horse Vision,daine,28gAkTGnjn8QZllb4EU4OM,4lyCoxLN0aW7nJy5rec0tG,,hyperpop,,0,0.0,Horse Vision|||daine,0,0,
Horse Vision,james K,28gAkTGnjn8QZllb4EU4OM,25BObiRSDCMwVrBGIVaLIf,,,,0,0.0,Horse Vision|||james K,0,0,
Horse Vision,underscores,28gAkTGnjn8QZllb4EU4OM,7HfUJxeVTgrvhk0eWHFzV7,,hyperpop,,0,0.0,Horse Vision|||underscores,0,0,
Horse Vision,Elias Rønnenfelt,28gAkTGnjn8QZllb4EU4OM,1sMYEFib6APIW3JjkY8pYS,,,,0,0.0,Elias Rønnenfelt|||Horse Vision,0,0,
Horse Vision,Bladee,28gAkTGnjn8QZllb4EU4OM,2xvtxDNInKDV4AvGmjw6d1,,cloud rap; hyperpop,,0,0.0,Bladee|||Horse Vision,0,0,
Horse Vision,mark william lewis,28gAkTGnjn8QZllb4EU4OM,2r5elgyPQ19vDG3xSQn39k,,,,0,0.0,Horse Vision|||mark william lewis,0,0,
Horse Vision,Nourished by Time,28gAkTGnjn8QZllb4EU4OM,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Horse Vision|||Nourished by Time,0,0,
Horse Vision,Alex G,28gAkTGnjn8QZllb4EU4OM,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||Horse Vision,0,0,
Horse Vision,Oklou,28gAkTGnjn8QZllb4EU4OM,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Horse Vision|||Oklou,0,0,
Horse Vision,Dean Blunt,28gAkTGnjn8QZllb4EU4OM,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||Horse Vision,0,0,
Horse Vision,King Krule,28gAkTGnjn8QZllb4EU4OM,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,Horse Vision|||King Krule,0,0,
Horse Vision,A. G. Cook,28gAkTGnjn8QZllb4EU4OM,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Horse Vision,0,0,
Horse Vision,Nation,28gAkTGnjn8QZllb4EU4OM,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Horse Vision|||Nation,0,0,
Horse Vision,The Dare,28gAkTGnjn8QZllb4EU4OM,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Horse Vision|||The Dare,0,0,
Horse Vision,Ecco2k,28gAkTGnjn8QZllb4EU4OM,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||Horse Vision,0,0,
Horse Vision,BABii,28gAkTGnjn8QZllb4EU4OM,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||Horse Vision,0,0,
Horse Vision,2hollis,28gAkTGnjn8QZllb4EU4OM,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Horse Vision,0,0,
Mother Soki,bar italia,08W3G3y83p0TLqqjiyKXBk,6tYmTHApvspl6KAgTfHjAY,,lo-fi indie,,0,0.0,Mother Soki|||bar italia,0,0,
Mother Soki,daine,08W3G3y83p0TLqqjiyKXBk,4lyCoxLN0aW7nJy5rec0tG,,hyperpop,,0,0.0,Mother Soki|||daine,0,0,
Mother Soki,james K,08W3G3y83p0TLqqjiyKXBk,25BObiRSDCMwVrBGIVaLIf,,,,0,0.0,Mother Soki|||james K,0,0,
Mother Soki,underscores,08W3G3y83p0TLqqjiyKXBk,7HfUJxeVTgrvhk0eWHFzV7,,hyperpop,,0,0.0,Mother Soki|||underscores,0,0,
Mother Soki,Elias Rønnenfelt,08W3G3y83p0TLqqjiyKXBk,1sMYEFib6APIW3JjkY8pYS,,,,0,0.0,Elias Rønnenfelt|||Mother Soki,0,0,
Mother Soki,Bladee,08W3G3y83p0TLqqjiyKXBk,2xvtxDNInKDV4AvGmjw6d1,,cloud rap; hyperpop,,0,0.0,Bladee|||Mother Soki,0,0,
Mother Soki,mark william lewis,08W3G3y83p0TLqqjiyKXBk,2r5elgyPQ19vDG3xSQn39k,,,,0,0.0,Mother Soki|||mark william lewis,0,0,
Mother Soki,Nourished by Time,08W3G3y83p0TLqqjiyKXBk,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Mother Soki|||Nourished by Time,0,0,
Mother Soki,Alex G,08W3G3y83p0TLqqjiyKXBk,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||Mother Soki,0,0,
Mother Soki,Oklou,08W3G3y83p0TLqqjiyKXBk,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Mother Soki|||Oklou,0,0,
Mother Soki,Dean Blunt,08W3G3y83p0TLqqjiyKXBk,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||Mother Soki,0,0,
Mother Soki,King Krule,08W3G3y83p0TLqqjiyKXBk,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,King Krule|||Mother Soki,0,0,
Mother Soki,A. G. Cook,08W3G3y83p0TLqqjiyKXBk,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Mother Soki,0,0,
Mother Soki,Nation,08W3G3y83p0TLqqjiyKXBk,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Mother Soki|||Nation,0,0,
Mother Soki,The Dare,08W3G3y83p0TLqqjiyKXBk,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Mother Soki|||The Dare,0,0,
Mother Soki,Ecco2k,08W3G3y83p0TLqqjiyKXBk,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||Mother Soki,0,0,
Mother Soki,BABii,08W3G3y83p0TLqqjiyKXBk,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||Mother Soki,0,0,
Mother Soki,2hollis,08W3G3y83p0TLqqjiyKXBk,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Mother Soki,0,0,
bar italia,daine,6tYmTHApvspl6KAgTfHjAY,4lyCoxLN0aW7nJy5rec0tG,lo-fi indie,hyperpop,,0,0.0,bar italia|||daine,0,0,
bar italia,james K,6tYmTHApvspl6KAgTfHjAY,25BObiRSDCMwVrBGIVaLIf,lo-fi indie,,,0,0.0,bar italia|||james K,0,0,
bar italia,underscores,6tYmTHApvspl6KAgTfHjAY,7HfUJxeVTgrvhk0eWHFzV7,lo-fi indie,hyperpop,,0,0.0,bar italia|||underscores,0,0,
bar italia,Elias Rønnenfelt,6tYmTHApvspl6KAgTfHjAY,1sMYEFib6APIW3JjkY8pYS,lo-fi indie,,,0,0.0,Elias Rønnenfelt|||bar italia,0,0,
bar italia,Bladee,6tYmTHApvspl6KAgTfHjAY,2xvtxDNInKDV4AvGmjw6d1,lo-fi indie,cloud rap; hyperpop,,0,0.0,Bladee|||bar italia,0,0,
bar italia,mark william lewis,6tYmTHApvspl6KAgTfHjAY,2r5elgyPQ19vDG3xSQn39k,lo-fi indie,,,0,0.0,bar italia|||mark william lewis,0,0,
